iter	Logloss
596	0.2645223446
597	0.2642284572
598	0.2638930149
599	0.2637138745
600	0.2634134018
601	0.2630676614
602	0.262755101
603	0.2625010202
604	0.2622866931
605	0.2619985395
606	0.2616260547
607	0.2614198711
608	0.261067466
609	0.2607681092
610	0.2605225908
611	0.2601558303
612	0.2598665263
613	0.2595847543
614	0.2593438212
615	0.2590027116
616	0.2586708643
617	0.2583832466
618	0.2581584658
619	0.2579386927
620	0.2576144095
621	0.2573548534
622	0.2570544016
623	0.2568575427
624	0.2565304628
625	0.2562006341
626	0.2558349282
627	0.2554735382
628	0.2551938922
629	0.2550169651
630	0.2547954409
631	0.2544861022
632	0.2542951092
633	0.2541423599
634	0.2538984815
635	0.2536240205
636	0.253498275
637	0.2531792005
638	0.2527740848
639	0.2525720685
640	0.2521904463
641	0.2519306982
642	0.2516626477
643	0.2514999137
644	0.2514828919
645	0.2512129176
646	0.2510198004
647	0.2506656072
648	0.250381164
649	0.2501577077
650	0.2497926981
651	0.2495920204
652	0.2492430264
653	0.2488640174
654	0.2486114048
655	0.24836491
656	0.2480447826
657	0.2476840534
658	0.2475610378
659	0.2473102305
660	0.2470030515
661	0.2466417686
662	0.2464325001
663	0.2461121425
664	0.2458052453
665	0.2455987144
666	0.2453449605
667	0.2452374486
668	0.2449973564
669	0.2447138905
670	0.2445421237
671	0.2443136496
672	0.2441465875
673	0.243962031
674	0.2437374083
675	0.2433551939
676	0.2430332419
677	0.2427538238
678	0.2424595883
679	0.2422237075
680	0.2419542606
681	0.2416699652
682	0.241352533
683	0.2410682144
684	0.2408020125
685	0.240629466
686	0.2403743121
687	0.2401603533
688	0.2399067957
689	0.2395540992
690	0.2392429978
691	0.2390637768
692	0.2389247694
693	0.2388659438
694	0.2386575345
695	0.2383702182
696	0.2381340202
697	0.2378173354
698	0.2375368579
699	0.2373178281
700	0.2370539119
701	0.2369251667
702	0.2365587322
703	0.2364330624
704	0.2361796472
705	0.2359463508
706	0.2357978456
707	0.2356438491
708	0.2353687489
709	0.2351773233
710	0.2349915945
711	0.2348926349
712	0.234699402
713	0.2344403974
714	0.2342384299
715	0.2340276931
716	0.2336617484
717	0.233289768
718	0.2330831498
719	0.2328845026
720	0.2327214672
721	0.2324873975
722	0.2321582183
723	0.2319440891
724	0.2318444166
725	0.2316948193
726	0.2315310173
727	0.2314017912
728	0.2313925864
729	0.2312067647
730	0.2310181358
731	0.2308366315
732	0.2305245584
733	0.2303207544
734	0.2301129076
735	0.2297732081
736	0.229519971
737	0.2292445172
738	0.2289349158
739	0.2286206902
740	0.2283844252
741	0.2281857151
742	0.2279514269
743	0.227738452
744	0.2274390651
745	0.227420016
746	0.2271459301
747	0.2271382298
748	0.2268971034
749	0.226723836
750	0.2266043236
751	0.2264486919
752	0.2261650235
753	0.225983557
754	0.2258328516
755	0.2256506215
756	0.2253805639
757	0.2252116508
758	0.2249136513
759	0.2246877409
760	0.2244130212
761	0.2241127915
762	0.2239616048
763	0.2237275783
764	0.2236086991
765	0.2233720934
766	0.2230690231
767	0.2228098714
768	0.2226239964
769	0.2224391789
770	0.2222111563
771	0.2220662251
772	0.2218893787
773	0.2216903344
774	0.2214560259
775	0.2213129822
776	0.2210845091
777	0.2208251288
778	0.2204780917
779	0.2202563778
780	0.2200113662
781	0.219772741
782	0.2195300798
783	0.219359662
784	0.2191154676
785	0.2188552895
786	0.2186393693
787	0.2183946535
788	0.2181788343
789	0.2179692395
790	0.2176426829
791	0.2173893258
792	0.2171604877
793	0.2169285594
794	0.2167330394
795	0.2164965199
796	0.2162132136
797	0.2158731806
798	0.2158659598
799	0.2156377158
800	0.2156289337
801	0.2154353829
802	0.2153287366
803	0.2150824191
804	0.2148975802
805	0.2147052746
806	0.2144367286
807	0.2144278584
808	0.2142275833
809	0.2140017237
810	0.2138337311
811	0.2136457297
812	0.2133952729
813	0.2131702084
814	0.2129749774
815	0.2126730116
816	0.2125000361
817	0.2123073731
818	0.2120848322
819	0.2118504464
820	0.2116881072
821	0.2114200618
822	0.2112245321
823	0.2110226139
824	0.2108857128
825	0.210686715
826	0.2105237885
827	0.2102452834
828	0.2099996192
829	0.2098366899
830	0.2096478333
831	0.2094390645
832	0.2092482069
833	0.2091837062
834	0.2089504222
835	0.2087013223
836	0.2085278965
837	0.2082146106
838	0.2080375264
839	0.2077476322
840	0.2074718848
841	0.20716867
842	0.2069828025
843	0.2067184343
844	0.2064566226
845	0.2062128505
846	0.2059446337
847	0.2056912086
848	0.2053490392
849	0.205115462
850	0.2049320862
851	0.2046179646
852	0.204452812
853	0.2042566853
854	0.2040112737
855	0.2038262196
856	0.2037262492
857	0.2036355877
858	0.2034277472
859	0.2032942112
860	0.2030837179
861	0.2027956491
862	0.2026918302
863	0.2024708567
864	0.2022692162
865	0.2021866711
866	0.2020140844
867	0.2017116742
868	0.2015012194
869	0.2012549237
870	0.2010972165
871	0.2009566152
872	0.2007508939
873	0.2005567831
874	0.2003169748
875	0.2001935806
876	0.1999853969
877	0.1998041553
878	0.1996003957
879	0.1994216334
880	0.1992302942
881	0.199034263
882	0.1988378629
883	0.1985978276
884	0.1984944336
885	0.1983129721
886	0.198053507
887	0.1979262358
888	0.1977066169
889	0.1975176515
890	0.1973162103
891	0.1971673546
892	0.1969581152
893	0.1966998616
894	0.1965486658
895	0.1963249658
896	0.1961420323
897	0.195905353
898	0.1956558611
899	0.1954725875
900	0.195309862
901	0.1950652469
902	0.1948649536
903	0.1947156392
904	0.194511388
905	0.1942950729
906	0.1940871675
907	0.19384791
908	0.1936283416
909	0.1933884486
910	0.193148711
911	0.1929845007
912	0.1928308825
913	0.1925929934
914	0.1924324221
915	0.1923000867
916	0.1920774158
917	0.1918802064
918	0.1916918842
919	0.1915802694
920	0.191340939
921	0.1911375277
922	0.1909396471
923	0.1907539685
924	0.1905918933
925	0.1904419342
926	0.1904319822
927	0.190205329
928	0.1900129624
929	0.1898322778
930	0.1896158305
931	0.1894832995
932	0.1893488999
933	0.1891896801
934	0.1890284031
935	0.1888227538
936	0.1887430575
937	0.1885588704
938	0.1882972542
939	0.1880971934
940	0.1879190161
941	0.1878002322
942	0.1876172832
943	0.1874654145
944	0.1872575951
945	0.1870511444
946	0.1868851454
947	0.1866604515
948	0.186478516
949	0.1863036468
950	0.1861022407
951	0.185882752
952	0.1857778652
953	0.1855309902
954	0.1855228362
955	0.1853043207
956	0.185118495
957	0.1849458489
958	0.1847225359
959	0.1845379351
960	0.1845226048
961	0.1842581685
962	0.1840773783
963	0.1839204564
964	0.1837073364
965	0.1835509418
966	0.1833187453
967	0.1832232579
968	0.1830320374
969	0.1828143554
970	0.1826518399
971	0.1823723828
972	0.1821954651
973	0.1819309834
974	0.1816930884
975	0.1815869972
976	0.1813746918
977	0.1811456618
978	0.1810573439
979	0.1808821396
980	0.1808509544
981	0.1807197784
982	0.180551896
983	0.1803371989
984	0.1800875593
985	0.1798958777
986	0.1796850062
987	0.1795080296
988	0.1792873134
989	0.1790585037
990	0.1788357542
991	0.1786328684
992	0.1784516543
993	0.1782862511
994	0.1780583729
995	0.1778337124
996	0.177706941
997	0.1775038549
998	0.1772460518
999	0.1770877568
